Feature,Consortium_Early_R1,Consortium_Early_R2,Consortium_Early_R3,Consortium_Late_R1,Consortium_Late_R2,Consortium_Late_R3,HGF2_Early_R1,HGF2_Early_R2,HGF2_Early_R3,HGF2_Late_R1,HGF2_Late_R2,HGF2_Late_R13
RCHGF002070,14,21,22,18,19,13,5317,5546,9546,3935,3557,2335
RCHGF002071,0,2,2,0,1,0,84,61,62,42,23,25
RCHGF002072,1,0,5,0,0,0,85,108,76,43,29,30
RCHGF002073,7,4,4,3,0,0,236,338,210,225,94,125
RCHGF002074,0,4,0,2,0,1,238,266,190,128,55,48
RCHGF002075,0,0,0,0,0,0,19,31,13,11,3,0
RCHGF002076,2,0,0,0,0,0,50,31,28,17,8,7
RCHGF002077,0,0,1,0,0,0,23,18,22,10,6,8
RCHGF002078,0,0,0,0,0,0,11,14,10,8,0,4
RCHGF002079,0,0,0,0,0,0,15,18,9,3,4,3
RCHGF002080,0,0,0,0,0,0,3,2,1,4,1,1
RCHGF002081,0,7,0,0,0,0,150,162,115,51,63,30
RCHGF002082,3,3,1,1,1,0,122,202,130,117,57,57
RCHGF002083,0,0,0,0,0,0,58,47,26,25,15,4
RCHGF002084,1,0,0,0,0,0,54,37,37,5,7,5
RCHGF002085,5,2,1,1,0,3,372,538,253,211,124,103
RCHGF002086,20,11,11,12,5,9,2167,2173,5681,75117,44719,32981
RCHGF002087,68,94,70,63,39,26,7312,11598,11624,4750,4270,3594
RCHGF002088,63,60,61,25,27,23,20391,18808,21748,8284,7004,5190
RCHGF002089,1,1,1,0,0,0,75,102,83,138,133,88
RCHGF002090,0,0,0,0,0,0,13,15,13,27,37,19
RCHGF002091,0,0,0,0,0,0,4,6,1,2,0,0
RCHGF002092,0,0,0,0,0,0,11,7,7,28,19,3
RCHGF002093,0,0,0,0,0,0,65,43,40,32,6,13
RCHGF002094,0,1,0,0,0,0,47,58,37,13,9,14
RCHGF002095,2,10,2,2,0,0,161,246,129,117,84,60
RCHGF002097,0,0,1,0,0,0,92,115,45,159,333,249
RCHGF002099,83,97,75,46,42,36,11582,11868,7552,11059,11909,11488
RCHGF002101,2,20,7,6,4,9,2113,2126,971,1087,1468,1267
RCHGF002102,4,12,5,3,5,0,1447,1826,790,1198,1604,1221
RCHGF002103,10,25,25,8,6,3,2302,2462,1335,1766,2208,2112
RCHGF002104,12,14,4,6,5,2,3854,4016,3712,2107,2428,2132
RCHGF002105,3,1,1,0,0,0,334,315,216,303,309,292
RCHGF002106,0,0,1,1,0,0,104,82,88,109,54,43
RCHGF002107,41,65,53,30,22,21,7742,7994,5714,4776,5884,4387
RCHGF002108,2,6,1,5,0,0,1051,1085,1129,1253,1276,1178
RCHGF002109,0,0,4,2,1,0,198,237,200,211,236,196
RCHGF002110,0,2,0,0,1,0,162,140,110,180,158,146
RCHGF002111,12,8,7,6,4,14,3412,3772,3614,1747,2698,2182
RCHGF002112,15,21,6,3,7,3,3321,3026,1619,1513,2167,1709
RCHGF002113,0,0,0,0,1,0,18,32,19,5,3,4
RCHGF002114,0,0,0,0,0,0,1,13,5,4,5,2
RCHGF002115,17,9,20,8,7,11,2252,2346,3735,1202,1111,848
RCHGF002116,5,3,5,3,2,2,304,465,73,77,61,81
RCHGF002117,19,10,8,0,4,12,1260,1250,557,490,538,471
RCHGF002118,38,36,30,21,11,10,9808,10921,4772,4530,6352,5485
RCHGF002119,5,6,3,0,1,1,2004,2100,862,1024,1314,891
RCHGF002120,8,5,4,1,3,3,2424,2508,1430,659,1044,841
RCHGF002121,0,1,1,1,0,0,538,634,401,204,209,226
RCHGF002122,0,2,1,1,1,1,461,624,334,163,346,252
RCHGF002123,3,5,4,0,0,0,775,847,650,353,400,279
RCHGF002124,5,4,11,7,2,2,1439,1430,2627,1060,817,654
RCHGF002125,8,7,13,6,6,1,1931,1678,1772,513,716,579
RCHGF002126,9,21,11,6,4,4,3290,3839,1618,1352,1543,1349
RCHGF002127,0,1,2,2,0,1,1181,1316,553,506,614,534
RCHGF002128,73,62,94,26,25,29,9908,9334,5229,5160,5634,4933
RCHGF002129,0,1,0,5,0,0,290,353,106,59,52,55
RCHGF002130,1,3,0,2,0,0,834,758,428,264,348,293
RCHGF002131,3,5,3,0,0,2,269,332,199,90,89,86
RCHGF002132,1,1,0,1,0,0,215,197,226,187,197,165
RCHGF002133,7,8,1,0,0,0,444,580,403,402,547,573
RCHGF002134,4,7,8,3,8,2,1690,1842,935,1213,1828,1579
RCHGF002135,8,2,1,2,1,3,564,699,324,426,619,530
RCHGF002136,1,10,1,2,1,1,659,639,345,361,485,402
RCHGF002137,1,0,2,1,0,0,239,249,461,179,291,185
RCHGF002138,1,10,5,1,2,0,877,864,712,578,946,702
RCHGF002139,0,0,0,0,0,0,95,49,43,40,54,36
RCHGF002140,1,0,3,0,0,0,127,104,164,126,129,97
RCHGF002141,2,3,0,0,0,0,192,208,178,139,170,88
RCHGF002142,4,4,7,5,3,1,3328,3387,4322,2331,2009,1510
RCHGF002143,2,5,0,1,2,3,453,513,330,248,259,180
RCHGF002144,62,68,56,31,20,20,6437,7015,3884,1868,1972,1730
RCHGF002145,101,117,124,47,50,37,11633,12605,8084,2537,2768,2618
RCHGF002146,9,3,7,0,0,2,741,955,483,376,396,406
RCHGF002147,29,47,18,11,7,11,3241,3794,2252,1835,2139,1811
RCHGF002148,1,8,4,0,3,1,767,906,633,873,723,687
RCHGF002149,1,5,5,0,1,1,605,628,518,961,904,815
RCHGF002150,7,12,11,0,1,7,2769,2619,2520,1949,2230,1781
RCHGF002151,50,63,46,20,18,14,19074,19984,13389,9217,13937,11048
RCHGF002152,90,149,90,47,29,42,48769,53091,34193,23124,28227,23450
RCHGF002153,30,35,39,9,9,6,7243,9467,6725,3696,6244,5683
RCHGF002154,34,39,23,6,14,3,14572,16515,9407,7584,9547,7931
RCHGF002155,10,21,20,2,3,6,7949,8722,6025,4067,5431,4874
RCHGF002156,96,124,90,46,29,22,38711,42581,31989,19976,27231,23681
RCHGF002157,114,113,96,47,40,48,32210,32959,20566,14436,18753,16685
RCHGF002158,52,57,51,12,26,33,11717,11469,11494,4275,5528,4875
RCHGF002159,53,66,43,28,13,18,16452,18903,16313,7220,6482,5222
RCHGF002160,4,6,11,1,2,2,1991,2291,1903,376,349,352
RCHGF002162,65,67,54,37,28,25,8451,8083,8843,3707,3676,2954
RCHGF002164,42,39,41,14,21,13,16005,17021,14933,11877,17294,13791
RCHGF002165,8,1,1,2,0,0,242,292,222,16055,14257,11839
RCHGF002166,4,5,1,3,2,1,1391,1165,2767,991,1014,894
RCHGF002167,1,3,2,0,0,0,325,306,467,325,382,365
RCHGF002168,15,17,27,7,4,7,2143,2152,1537,1556,2051,1965
RCHGF002169,1,5,0,0,0,0,332,363,171,136,132,85
RCHGF002170,3,8,6,0,3,2,2293,2213,2369,1437,1672,1288
RCHGF002171,15,22,21,12,20,7,11046,9988,13765,3984,2870,1954
RCHGF002172,1,2,0,0,0,0,141,105,162,186,204,163
RCHGF002173,0,2,0,1,0,0,91,70,83,78,77,61
RCHGF002174,1,5,0,0,0,0,237,217,330,145,122,80
RCHGF002175,1,3,6,3,2,3,528,629,475,623,663,648
RCHGF002176,1,0,0,0,0,1,365,478,210,414,399,353
RCHGF002177,6,5,4,1,3,0,1275,1333,927,1519,1684,1579
RCHGF002178,19,15,6,10,4,8,4168,3723,4817,2325,2444,2153
RCHGF002180,25,21,26,4,3,4,4406,4732,3635,3320,3881,3070
RCHGF002181,1,3,2,0,0,0,402,369,191,109,102,88
RCHGF002183,13,7,19,3,5,1,4579,3545,3692,2557,2429,1884
RCHGF002185,21,52,24,16,14,11,3213,3548,2842,1915,2248,1923
RCHGF002186,3,4,1,0,0,2,449,567,305,281,396,287
RCHGF002187,0,0,1,0,0,2,176,179,88,96,104,100
RCHGF002188,0,0,0,0,0,0,111,132,88,92,81,58
RCHGF002189,2,0,3,0,1,1,231,284,155,160,220,160
RCHGF002190,0,0,0,0,0,0,61,55,45,29,22,30
RCHGF002191,18,13,22,10,1,5,6511,6447,3844,6277,7383,6260
RCHGF002192,4,7,3,5,1,1,3644,3869,3148,5048,6330,5348
RCHGF002193,5,10,6,1,0,6,1693,1954,1753,2220,2866,2279
RCHGF002194,0,3,2,6,3,0,281,295,204,6075,6586,5663
RCHGF002195,9,3,0,2,3,1,308,411,203,8603,9262,7524
RCHGF002196,0,0,0,0,0,0,2,2,3,0,1,1
RCHGF002197,72,90,88,53,52,38,12575,12783,22106,6201,6307,5376
RCHGF002198,9,4,5,2,5,0,1177,1169,1029,453,447,434
RCHGF002199,15,8,4,2,0,1,531,598,319,724,632,515
RCHGF002200,3,3,1,0,1,0,167,183,116,270,220,174
RCHGF002201,1,3,3,0,0,0,195,219,153,158,152,161
RCHGF002202,6,4,1,3,0,5,486,498,360,164,167,131
RCHGF002203,18,21,21,12,11,9,2877,3163,2303,917,1099,883
RCHGF002204,41,45,57,10,16,13,8692,9553,5981,2457,3362,3082
RCHGF002205,1,0,0,0,0,0,144,156,204,83,78,66
RCHGF002206,7,9,1,0,2,2,2409,2336,3294,1220,1978,1505
RCHGF002207,17,19,8,7,2,7,4106,4639,5228,2190,2737,2247
RCHGF002208,17,27,24,14,9,4,2497,2662,1224,2100,2561,2117
RCHGF002209,11,10,9,2,8,6,954,931,722,920,1288,1071
RCHGF002210,24,28,29,13,11,23,8583,9313,6808,5179,8266,7184
RCHGF002211,0,0,0,0,0,0,12,5,5,6,1,6
RCHGF002212,2,5,4,3,0,1,438,470,336,574,737,564
RCHGF002213,3,0,3,1,1,1,131,202,144,284,321,258
RCHGF002214,1,3,6,0,0,1,185,176,151,321,327,321
RCHGF002215,3,0,1,0,2,0,204,196,170,409,393,389
RCHGF002216,2,1,0,0,0,0,140,120,102,144,260,239
RCHGF002217,5,1,3,1,1,0,372,434,400,682,670,601
RCHGF002218,2,5,2,1,1,0,1814,1807,2997,827,1112,904
RCHGF002219,0,2,3,0,0,0,1256,1003,1251,740,870,582
RCHGF002220,1,1,0,0,0,0,237,289,270,166,246,217
RCHGF002221,0,0,0,0,0,1,132,196,112,93,86,92
RCHGF002222,0,3,2,0,0,0,2722,2434,1808,1535,2320,1794
RCHGF002224,2,1,5,0,0,0,1458,1336,950,562,766,667
RCHGF002225,5,1,2,1,0,0,507,490,261,212,389,372
RCHGF002226,11,17,15,8,3,10,5406,5661,3631,2742,3905,2874
RCHGF002227,3,1,4,0,0,0,411,391,229,1330,865,597
RCHGF002228,2,4,3,0,1,0,724,756,317,642,898,880
RCHGF002230,10,9,6,2,5,4,1116,1011,1199,507,399,261
RCHGF002231,6,6,9,3,2,0,1917,2109,743,452,595,557
RCHGF002233,10,11,17,2,1,3,6729,7949,5067,3525,4690,3751
RCHGF002234,60,68,84,37,43,42,18206,15051,30494,9139,7250,5554
RCHGF002235,1,1,3,0,0,0,109,119,60,76,47,28
RCHGF002236,9,25,12,0,2,1,1719,1914,842,1097,1281,1003
RCHGF002237,3,13,11,0,5,1,1083,1199,564,825,913,732
RCHGF002238,4,16,12,13,4,4,3408,3609,2637,1355,1691,1448
RCHGF002239,45,44,41,12,14,6,34487,31141,20614,25796,31211,27392
RCHGF002240,13,30,15,3,2,1,8583,8256,3503,11719,11880,8721
RCHGF002241,4,3,10,1,2,3,491,520,280,1788,1735,1617
RCHGF002242,1,0,0,0,0,0,95,96,61,82,47,50
RCHGF002243,5,12,8,3,5,0,5210,5387,5693,4536,5244,4460
RCHGF002246,2,4,3,0,1,1,8048,8265,3852,2776,3660,3173
RCHGF002247,0,0,0,0,0,0,303,316,165,126,89,65
RCHGF002248,1,1,0,0,0,0,1317,1482,823,468,627,470
RCHGF002249,5,7,4,0,5,1,5847,5988,3664,2308,4210,3754
RCHGF002250,0,2,1,0,0,0,539,540,270,224,351,246
RCHGF002251,5,0,5,2,2,2,4055,4791,3284,1893,3179,3079
RCHGF002252,4,2,1,0,1,0,1899,2310,1672,1077,1471,1477
RCHGF002253,21,30,12,9,8,7,15950,17198,11272,7852,13109,11513
RCHGF002254,15,17,16,6,8,3,9821,11179,6592,4780,7020,6068
RCHGF002255,31,30,11,11,9,7,12712,14442,9371,6697,11310,10074
RCHGF002256,12,6,8,4,4,2,2606,2793,2152,1144,1665,1570
RCHGF002257,0,0,0,0,0,0,92,65,100,18,17,26
RCHGF002258,7,9,11,5,3,4,2234,2569,1564,1042,1177,1010
RCHGF002259,3,0,0,1,1,0,912,848,1019,360,263,299
RCHGF002260,0,2,0,0,0,0,101,57,81,25,32,6
RCHGF002261,11,0,0,0,1,0,267,237,185,132,98,101
RCHGF002262,0,0,0,0,0,0,12,12,9,6,4,1
RCHGF002263,4,0,3,4,0,4,138,188,120,137,97,85
RCHGF002264,0,5,0,0,0,0,69,65,86,37,21,23
RCHGF002265,4,1,0,0,0,0,126,167,109,109,66,55
RCHGF002266,3,9,4,3,2,1,2150,2058,2249,1451,1547,1363
RCHGF002267,0,5,3,1,0,0,337,321,317,225,331,252
RCHGF002268,3,2,6,0,0,0,322,326,253,175,220,216
RCHGF002269,2,0,1,2,0,0,140,171,163,63,79,51
RCHGF002270,3,3,0,1,0,0,1166,1081,1199,542,664,562
RCHGF002271,3,0,1,0,0,0,8,17,13,9,2,5
RCHGF002272,1,0,0,1,0,0,245,215,266,105,77,73
RCHGF002273,0,0,1,0,0,2,108,99,67,156,174,121
RCHGF002274,2,2,5,3,4,2,741,577,261,1010,839,660
RCHGF002275,11,25,6,4,9,5,3637,3268,3833,2625,3056,2588
RCHGF002276,6,12,11,4,8,4,1244,1277,1107,3807,3000,2764
RCHGF002277,6,11,4,1,4,0,860,922,632,2463,1605,1542
RCHGF002279,31,34,19,12,19,12,7479,6112,13097,8922,7199,4253
RCHGF002280,0,0,0,0,0,0,209,211,127,268,118,78
RCHGF002281,12,13,11,9,6,15,18810,18393,21988,11701,14028,10609
RCHGF002282,0,0,0,0,0,0,48,50,60,14,11,6
RCHGF002283,5,0,5,1,2,0,828,1025,746,389,401,414
RCHGF002284,0,1,2,0,1,0,1916,2024,1192,788,922,675
RCHGF002285,9,4,1,0,2,2,1060,1314,588,637,674,567
RCHGF002286,0,1,2,3,0,0,324,400,176,192,185,175
RCHGF002287,1,0,0,0,0,0,443,527,262,172,257,223
RCHGF002288,0,1,0,0,0,0,493,453,282,215,249,228
RCHGF002289,11,28,11,2,5,4,2292,2247,888,519,553,432
RCHGF002290,255,411,311,138,101,130,32659,34143,20804,16519,31093,26298
RCHGF002291,145,174,172,79,54,47,33127,37899,22194,21955,30919,26290
RCHGF002292,3,2,3,0,2,0,1913,2080,1796,1356,1663,1609
RCHGF002293,0,1,0,0,0,0,22,19,24,13,8,7
RCHGF002294,0,1,0,0,0,0,27,48,41,23,30,14
RCHGF002295,0,0,0,0,0,0,13,16,8,6,1,3
RCHGF002296,0,0,3,0,0,0,47,55,38,11,5,10
RCHGF002297,60,83,47,21,18,25,21250,21240,12894,6618,9303,7568
RCHGF002299,3,2,1,2,0,2,390,365,283,226,238,202
RCHGF002300,0,8,2,0,0,0,1144,1149,744,515,781,593
RCHGF002301,3,8,3,2,2,1,1384,1311,1345,645,1021,859
RCHGF002302,8,0,0,0,0,0,745,734,711,367,353,348
RCHGF002303,13,6,6,3,5,1,402,357,164,443,663,622
RCHGF002304,6,5,7,6,2,1,360,383,142,719,693,653
RCHGF002305,1,2,0,0,2,0,122,141,53,291,252,181
RCHGF002306,1,0,0,0,0,0,64,67,65,64,79,81
RCHGF002307,7,13,18,3,5,0,444,439,181,809,832,767
RCHGF002308,2,0,4,0,1,5,141,166,84,207,245,208
RCHGF002309,7,0,1,0,1,0,114,112,69,211,278,216
RCHGF002310,8,12,7,7,3,2,478,506,406,3572,3306,2569
RCHGF002311,0,0,0,0,0,0,4,7,4,0,0,3
RCHGF002312,6,8,15,7,1,0,1393,1215,1756,1570,1775,1501
RCHGF002313,2,4,2,0,2,1,864,1034,853,694,848,756
RCHGF002314,0,0,2,0,0,0,331,391,235,353,355,368
RCHGF002315,1,0,0,0,0,0,164,210,207,94,85,69
RCHGF002316,6,2,3,3,0,1,904,1056,394,724,855,787
RCHGF002317,19,25,15,1,4,3,2011,2279,1270,1813,2470,2183
RCHGF002318,0,1,1,1,0,0,81,107,111,86,86,92
RCHGF002319,4,1,1,1,0,0,384,440,289,325,468,434
RCHGF002320,2,6,5,2,0,1,547,766,347,544,677,487
RCHGF002321,8,10,6,0,0,3,786,688,401,621,754,645
RCHGF002322,10,5,6,1,3,0,819,830,705,510,618,617
RCHGF002323,0,0,0,0,0,0,39,21,15,23,6,11
RCHGF002324,3,3,2,0,0,1,211,288,178,157,125,94
RCHGF002325,0,3,3,2,1,0,716,749,623,1916,1969,1701
RCHGF002326,4,1,0,0,0,0,332,340,174,480,490,345
RCHGF002327,14,5,6,1,3,0,1034,1082,924,648,717,576
RCHGF002328,4,8,2,0,1,3,717,763,466,431,484,415
RCHGF002329,2,6,0,0,0,0,594,608,456,299,410,300
RCHGF002330,3,1,5,0,2,1,467,446,428,460,692,484
RCHGF002331,3,7,8,0,2,2,818,907,650,651,830,754
RCHGF002332,0,4,6,2,0,0,546,566,812,312,459,426
RCHGF002333,0,1,1,0,1,0,147,115,129,104,80,57
RCHGF002334,7,7,2,0,0,0,207,135,160,72,84,84
RCHGF002335,1,0,0,1,0,0,114,128,109,70,55,35
RCHGF002336,2,1,0,0,0,1,157,193,168,135,107,70
RCHGF002337,0,0,1,0,0,0,160,156,101,55,29,48
RCHGF002338,0,0,0,3,0,0,53,80,59,7,15,9
RCHGF002339,0,4,3,1,1,0,968,1043,1057,632,686,509
RCHGF002340,1,0,3,0,0,0,130,96,104,44,35,35
RCHGF002341,1,0,1,0,0,0,102,140,78,64,45,38
RCHGF002342,0,0,0,0,0,1,56,39,33,17,16,6
RCHGF002343,0,2,0,0,0,0,135,153,96,79,73,42
RCHGF002344,2,4,1,0,0,0,167,169,133,162,102,99
RCHGF002345,0,0,1,0,0,0,79,93,79,78,20,22
RCHGF002346,0,1,1,1,0,0,162,216,174,85,80,86
RCHGF002347,8,9,6,3,9,0,1076,960,1028,871,1093,909
RCHGF002348,0,0,0,0,0,0,13,15,23,0,10,8
RCHGF002349,4,6,5,2,3,2,885,959,656,326,420,364
RCHGF002350,7,7,1,1,0,0,252,316,214,133,148,152
RCHGF002351,4,0,1,0,0,0,86,131,88,58,33,43
RCHGF002352,0,3,5,0,0,0,114,135,136,67,36,33
RCHGF002353,2,1,0,0,0,0,112,133,123,147,62,62
RCHGF002354,2,2,7,2,0,2,545,383,283,268,171,146
RCHGF002355,4,2,2,2,0,1,301,434,290,218,185,226
RCHGF002356,3,2,0,0,0,0,107,76,82,39,30,24
RCHGF002357,1,3,0,0,0,0,379,367,225,162,174,152
RCHGF002358,0,1,0,0,0,0,5,16,21,3,1,1
RCHGF002359,2,2,3,0,0,1,276,283,358,104,73,73
RCHGF002360,0,2,5,1,1,0,1190,1078,2242,294,199,159
RCHGF002361,5,7,1,5,0,0,987,1257,605,535,653,491
RCHGF002362,3,2,0,0,0,3,336,400,176,243,260,232
RCHGF002363,26,20,23,12,14,13,4147,3585,22017,1653,1538,1257
RCHGF002364,2,10,10,7,4,1,3642,3122,8134,2922,1983,1338
RCHGF002365,0,0,0,0,0,0,29,33,13,5,1,1
RCHGF002366,1,2,0,0,0,0,152,210,179,27,30,23
RCHGF002367,0,0,0,0,0,0,330,354,591,65,64,67
RCHGF002368,5,3,6,1,0,0,550,567,424,136,162,188
RCHGF002369,5,5,7,2,5,2,573,691,270,139,120,108
RCHGF002370,5,7,11,3,2,3,1505,1498,1279,518,555,510
RCHGF002371,1,7,8,2,0,2,692,823,309,231,260,238
RCHGF002372,0,0,0,0,0,0,17,10,12,4,5,3
RCHGF002373,3,1,1,0,0,0,619,595,764,482,385,371
RCHGF002374,0,0,0,0,0,0,263,281,387,183,144,111
RCHGF002375,0,2,5,0,0,1,800,751,923,857,624,573
RCHGF002376,0,8,1,0,2,0,209,236,280,291,218,169
RCHGF002377,4,1,4,0,1,0,225,258,212,207,171,148
RCHGF002378,9,4,0,1,0,3,201,208,219,133,87,88
RCHGF002379,2,2,7,2,1,3,223,244,198,133,118,120
RCHGF002380,0,0,0,0,0,0,45,41,33,40,18,40
RCHGF002381,0,0,0,0,0,1,56,67,30,40,26,42
RCHGF002382,1,5,0,0,0,0,230,235,200,89,109,84
RCHGF002383,1,0,2,0,1,0,216,291,411,272,268,212
RCHGF002384,0,0,2,2,1,0,253,292,219,370,331,275
RCHGF002385,4,6,0,1,0,1,266,366,149,295,364,242
RCHGF002386,9,1,4,4,5,2,1330,1339,1071,2465,2587,2187
RCHGF002388,45,23,20,9,2,6,2366,2454,2134,1267,1828,1711
RCHGF002389,35,65,38,29,17,24,5128,5806,3120,2876,3274,3035
RCHGF002390,6,11,10,3,1,1,997,1054,703,801,970,880
RCHGF002391,71,88,64,23,25,42,6568,7232,2838,4115,4512,3785
RCHGF002392,49,39,49,19,15,26,4156,4515,1831,2020,2297,1878
RCHGF002393,7,25,17,6,5,5,1106,974,542,577,657,555
RCHGF002394,6,1,1,1,8,0,1972,1945,1638,878,823,705
RCHGF002395,4,1,0,1,0,0,288,350,216,2260,1618,1512
RCHGF002396,17,37,20,7,11,13,5301,6206,3038,2499,3350,2955
RCHGF002397,4,6,6,0,0,0,1372,1501,1068,831,1205,1216
RCHGF002398,0,9,3,0,2,0,674,667,329,351,323,265
RCHGF002399,2,0,2,1,0,0,762,676,481,599,570,432
RCHGF002400,1,3,4,1,1,0,480,457,779,10628,8119,6468
RCHGF002401,2,1,7,1,0,0,367,439,196,413,356,298
RCHGF002402,4,7,8,0,0,4,520,511,378,325,318,313
RCHGF002403,2,0,1,0,0,0,183,173,158,91,108,94
RCHGF002404,1,6,0,0,0,0,314,345,171,148,130,115
RCHGF002405,1,3,9,2,1,0,2734,2703,1816,1593,1806,1516
RCHGF002406,40,33,44,8,10,11,11680,13930,8937,6203,9262,7873
RCHGF002407,7,7,11,2,8,0,3523,3815,9915,2118,2249,1774
RCHGF002408,3,8,0,0,0,0,467,545,327,251,258,246
RCHGF002409,1,4,0,1,1,3,475,559,299,274,298,282
RCHGF002410,0,0,1,0,1,0,78,119,89,397,332,337
RCHGF002411,1,2,1,0,0,0,256,247,122,325,347,271
RCHGF002412,1,0,0,0,0,0,117,129,85,99,82,88
RCHGF002413,0,0,0,0,0,0,3,2,1,1,2,1
RCHGF002414,1,2,0,0,0,0,56,71,76,84,102,65
RCHGF002415,4,1,0,2,0,0,185,210,173,148,139,119
RCHGF002416,3,1,0,1,0,0,100,114,116,66,61,51
RCHGF002417,0,0,1,0,0,0,95,127,109,109,125,92
RCHGF002418,3,2,1,1,0,0,574,555,526,383,370,326
RCHGF002419,5,6,0,0,0,0,165,155,142,77,110,82
RCHGF002420,1,0,2,0,0,0,102,84,32,75,99,94
RCHGF002421,1,4,2,1,0,0,196,240,121,119,126,154
RCHGF002422,0,0,0,0,0,0,29,20,21,32,21,22
RCHGF002423,0,0,0,0,0,0,25,23,16,9,6,13
RCHGF002424,0,0,3,0,0,0,66,52,54,28,27,43
RCHGF002425,0,0,0,0,0,0,1,10,5,2,3,3
RCHGF002426,2,0,2,0,0,0,1027,715,847,342,306,187
RCHGF002427,0,0,0,0,0,0,1054,913,1381,1055,298,213
RCHGF002428,26,25,36,25,30,19,5168,4124,13796,3482,3528,2472
RCHGF002429,8,5,5,0,4,0,1617,1439,1150,618,701,586
RCHGF002430,1,4,5,1,0,0,611,658,432,214,257,295
RCHGF002431,0,1,0,1,0,0,239,194,199,70,82,73
RCHGF002432,4,1,4,0,0,2,1427,1361,1123,785,1104,926
RCHGF002433,0,3,0,0,0,0,220,168,123,87,101,119
RCHGF002434,0,0,0,0,0,0,117,111,61,47,51,46
RCHGF002435,3,9,3,0,0,0,1485,1393,717,583,768,598
RCHGF002436,1,3,0,1,0,0,237,180,137,137,105,103
RCHGF002437,7,4,1,1,0,0,273,285,192,173,129,114
RCHGF002438,0,1,1,0,0,0,104,136,180,83,31,25
RCHGF002439,0,0,0,0,0,0,12,14,37,9,6,7
RCHGF002440,1,0,1,0,0,0,246,227,454,98,87,77
RCHGF002441,4,5,3,3,0,1,1520,1482,960,906,966,867
RCHGF002442,2,0,2,0,0,0,70,61,47,54,25,15
RCHGF002443,0,0,0,0,0,0,62,58,23,13,12,6
RCHGF002444,0,0,0,0,0,0,32,38,55,12,21,15
RCHGF002445,12,22,10,8,7,3,3093,3161,2942,2878,4350,4131
RCHGF002447,0,0,0,0,0,0,34,18,13,11,7,5
RCHGF002448,16,12,35,2,3,7,2455,2839,1793,969,1178,998
RCHGF002449,4,0,7,0,2,1,230,285,106,94,86,100
RCHGF002450,4,6,113,2,1,2,390,418,239,208,136,119
RCHGF002451,3,10,153,2,1,3,450,500,312,214,177,205
RCHGF002452,0,0,0,0,0,0,34,22,18,22,13,12
RCHGF002453,20,31,29,7,8,5,1411,1433,1134,802,1362,1077
RCHGF002454,44,37,35,11,22,20,2818,2750,2992,1759,2892,2432
RCHGF002455,4,3,3,0,0,0,184,176,275,191,255,194
RCHGF002456,0,5,4,3,3,1,779,857,798,555,706,574
RCHGF002457,0,0,1,0,0,0,117,131,92,58,53,36
RCHGF002458,10,4,10,1,9,2,1672,635,1612,412,1075,910
RCHGF002459,2,3,0,1,0,0,214,148,705,18,314,210
RCHGF002460,4,14,8,2,8,5,1632,1254,3088,863,1301,886
RCHGF002461,29,14,10,10,5,2,3438,3546,3194,4260,4525,4006
RCHGF002462,1,1,0,0,0,0,340,345,172,1016,761,486
RCHGF002463,0,1,0,0,0,0,506,430,215,245,281,247
RCHGF002464,2,2,1,1,0,3,889,977,494,805,772,620
RCHGF002465,0,2,0,0,0,0,99,147,60,101,83,99
RCHGF002466,1,3,0,0,0,0,210,303,129,144,122,144
RCHGF002467,4,1,4,1,1,1,315,404,176,211,188,152
RCHGF002468,0,0,0,0,0,4,155,132,73,62,78,45
RCHGF002469,1,0,1,0,0,0,204,187,103,110,108,88
RCHGF002470,1,0,1,0,0,0,104,173,69,81,78,64
RCHGF002471,0,0,0,0,0,0,65,88,61,42,30,22
RCHGF002472,0,5,1,0,0,0,140,125,80,101,85,51
RCHGF002473,2,3,0,0,0,0,165,233,142,87,76,71
RCHGF002474,2,3,0,1,0,3,250,318,174,194,190,176
RCHGF002475,0,1,0,3,1,0,235,252,145,119,167,101
RCHGF002476,0,0,0,0,0,0,2,3,3,0,5,3
RCHGF002477,0,1,0,0,0,1,389,235,1215,261,442,235
RCHGF002478,4,14,4,3,0,1,657,723,435,554,788,525
RCHGF002479,0,1,0,0,0,0,330,260,521,296,360,304
RCHGF002480,1,1,10,1,2,0,954,1135,798,951,999,776
RCHGF002481,0,0,1,0,0,0,396,407,277,123,158,105
RCHGF002482,127,187,151,67,54,64,35633,34387,17937,32705,43235,36618
RCHGF002483,0,0,0,0,0,0,8,10,2,4,11,7
RCHGF002484,0,0,0,0,0,0,196,233,579,243,239,145
RCHGF002485,0,0,0,0,0,0,53,52,126,71,30,14
RCHGF002487,16,17,12,5,7,7,6158,6166,3940,1957,1292,1158
RCHGF002489,2,3,2,1,0,1,738,803,508,283,184,125
RCHGF002491,1,1,0,1,0,0,192,211,115,85,97,72
RCHGF002492,2,4,6,0,0,1,409,457,327,155,143,130
RCHGF002493,0,0,0,0,0,0,16,26,33,14,9,9
RCHGF002494,0,0,0,0,0,0,67,75,25,66,70,40
RCHGF002495,3,0,0,0,0,0,102,107,86,63,52,48
RCHGF002496,0,0,2,0,1,0,82,83,55,49,39,26
RCHGF002497,0,0,0,0,0,0,66,54,25,54,51,40
RCHGF002498,0,0,0,1,0,0,50,49,27,17,17,9
RCHGF002500,7,6,0,5,0,5,592,565,270,1389,829,705
