Feature,Consortium_Early_R1,Consortium_Early_R2,Consortium_Early_R3,Consortium_Late_R1,Consortium_Late_R2,Consortium_Late_R3,HGF2_Early_R1,HGF2_Early_R2,HGF2_Early_R3,HGF2_Late_R1,HGF2_Late_R2,HGF2_Late_R13
CHGFRNA000005,0,0,0,0,0,0,37,33,31,14,7,5
CHGFRNA000009,0,0,0,0,0,0,7,5,14,13,7,8
CHGFRNA000010,1,2,0,0,0,0,186,178,143,69,36,26
CHGFRNA000011,1,2,0,0,0,0,186,178,143,69,36,26
CHGFRNA000012,0,0,0,0,0,0,116,108,44,56,36,20
CHGFRNA000013,0,0,0,0,0,0,17,36,17,22,7,8
CHGFRNA000014,0,0,0,0,0,0,36,34,14,104,52,32
CHGFRNA000015,0,0,0,0,0,0,434,423,293,151,72,50
CHGFRNA000016,0,0,0,0,0,0,36,34,14,104,52,32
CHGFRNA000024,0,0,0,0,0,0,17,29,20,26,8,11
CHGFRNA000025,0,0,0,0,0,0,17,36,17,22,7,8
CHGFRNA000026,2,0,0,0,0,0,601,479,188,291,294,210
CHGFRNA000036,0,0,1,0,3,0,172,163,39,68,48,36
CHGFRNA000038,0,1,1,0,1,0,63,57,38,49,14,13
CHGFRNA000041,0,0,0,0,0,0,14,21,18,21,9,2
CHGFRNA000042,1,0,2,3,0,0,393,542,389,447,139,102
CHGFRNA000043,1,4,0,4,0,0,109,167,68,175,192,111
CHGFRNA000044,0,2,0,0,0,0,49,61,13,142,145,97
CHGFRNA000045,0,0,0,0,0,0,205,171,158,367,244,146
CHGFRNA000046,0,10,0,0,0,0,39,32,23,112,53,29
CHGFRNA000047,0,0,0,0,0,2,17,12,33,32,17,14
CHGFRNA000060,0,0,0,0,0,0,38,68,58,225,21,9
CHGFRNA000061,82461,102236,94988,48338,45337,51167,4150706,4370784,3907152,6546505,7828823,6816795
CHGFRNA000062,9851,12464,10678,6483,6636,9029,48508,47654,44624,451764,187540,85829
CHGFRNA000073,0,0,0,0,0,0,78,64,62,65,34,38
CHGFRNA000074,2,0,0,0,0,0,57,32,30,12,12,13
CHGFRNA000075,0,1,0,0,0,0,100,84,40,16,0,10
CHGFRNA000077,0,0,0,0,0,0,38,38,35,24,19,12
CHGFRNA000080,0,0,0,0,0,0,18,27,20,45,19,6
CHGFRNA000081,0,2,1,0,0,0,196,159,164,234,125,64
CHGFRNA000082,1,0,1,0,0,0,326,311,100,33,20,18
CHGFRNA000083,1,0,1,0,0,0,326,311,100,33,20,18
CHGFRNA000084,0,0,0,0,0,0,116,108,44,56,36,20
CHGFRNA000085,2,3,1,3,0,2,388,350,90,78,48,31
CHGFRNA000086,1,0,0,0,0,0,16,12,10,51,40,18
CHGFRNA000087,3,3,0,0,0,0,183,227,116,297,168,96
CHGFRNA000088,0,0,0,0,5,0,191,207,282,226,105,64
CHGFRNA000089,0,0,0,0,0,0,43,53,107,98,76,41
CHGFRNA000090,0,0,0,0,0,0,183,147,154,200,116,60
CHGFRNA000092,0,0,0,1,0,0,263,204,110,164,83,75
CHGFRNA000094,1,0,0,2,1,0,356,341,416,999,291,126
CHGFRNA000095,3,0,0,0,0,2,31,58,14,12,13,7
CHGFRNA000096,0,0,0,0,0,0,312,268,425,369,274,168
CHGFRNA000097,0,0,0,0,0,0,312,268,425,369,274,168
CHGFRNA000100,1,0,0,0,0,0,143,172,44,36,10,5
CHGFRNA000101,2,3,1,3,0,2,388,350,90,78,48,31
CHGFRNA000103,0,2,0,0,0,0,444,379,82,47,32,14
CHGFRNA000104,0,0,0,0,0,0,36,32,10,7,10,10
CHGFRNA000106,0,0,0,2,1,0,260,202,48,21,8,11
CHGFRNA000108,0,0,0,0,0,0,71,93,75,21,28,24
CHGFRNA000110,0,0,0,0,0,0,48,77,77,70,41,34
RCHGF000001,5,1,0,0,0,4,1314,1217,1075,1188,1231,890
RCHGF000002,4,5,3,4,0,1,1613,1596,1675,1388,1513,1089
RCHGF000003,2,3,1,1,4,2,2521,2550,2445,1806,2633,2198
RCHGF000004,7,6,6,5,10,1,2234,1815,2608,1531,2141,1694
RCHGF000005,6,1,0,4,1,3,1411,1352,900,540,690,619
RCHGF000006,3,11,3,0,0,1,954,1058,879,631,809,707
RCHGF000007,3,0,4,1,0,2,1717,1674,1172,906,1093,854
RCHGF000008,5,1,2,4,0,0,546,576,479,299,408,338
RCHGF000009,2,2,1,1,0,0,739,657,346,418,412,341
RCHGF000010,3,1,0,0,0,0,498,429,594,220,187,113
RCHGF000011,3,3,1,0,1,0,439,398,363,239,326,281
RCHGF000012,10,7,4,3,2,10,2145,2129,1414,1077,1289,1041
RCHGF000013,0,0,0,0,0,0,95,99,117,28,66,51
RCHGF000014,0,0,2,0,0,0,262,254,177,57,69,74
RCHGF000015,1,2,8,0,0,0,101,115,58,33,10,10
RCHGF000016,0,3,1,0,0,0,201,172,79,45,40,42
RCHGF000017,0,1,0,0,4,2,294,308,144,89,73,64
RCHGF000018,0,0,0,0,0,0,33,33,25,19,8,5
RCHGF000020,0,2,2,0,0,0,307,346,222,102,92,94
RCHGF000021,0,1,0,0,2,0,77,95,106,132,130,92
RCHGF000022,16,13,13,2,1,2,3372,3358,3064,8909,10163,8697
RCHGF000023,4,12,3,2,1,3,3507,3717,2600,2562,3463,3090
RCHGF000024,23,9,12,3,0,2,4523,5184,2825,4426,5333,4567
RCHGF000025,24,38,28,15,4,4,7639,8347,5604,7720,9843,8361
RCHGF000026,2,7,0,10,0,0,176,176,134,245,265,208
RCHGF000027,3,0,1,0,1,1,233,190,152,134,108,92
RCHGF000028,0,0,2,1,0,0,407,401,265,280,274,241
RCHGF000029,35,22,14,8,11,14,4189,3871,3645,3414,3872,3232
RCHGF000030,5,16,2,8,6,2,3071,2756,7771,3727,4586,3277
RCHGF000031,12,11,8,4,3,1,3733,3922,2955,3960,4599,3884
RCHGF000032,0,0,0,0,0,0,107,105,54,44,64,50
RCHGF000033,5,4,5,7,0,7,890,863,852,653,741,565
RCHGF000034,29,40,32,11,11,12,11160,12205,7538,29307,35524,27467
RCHGF000035,0,4,5,0,1,1,128,198,105,99,64,74
RCHGF000036,14,35,22,7,8,4,6825,5764,5308,3296,3681,2639
RCHGF000037,0,5,13,5,1,2,2284,2045,1212,919,1202,992
RCHGF000038,1,8,4,5,2,2,1918,1919,1474,842,843,641
RCHGF000039,6,5,3,0,4,2,1274,1073,778,425,387,347
RCHGF000040,18,18,17,21,21,10,14031,13466,15574,9241,8711,7178
RCHGF000041,5,1,2,1,1,0,4683,4319,4304,942,1175,1112
RCHGF000042,6,7,6,4,3,1,11508,13622,8104,2591,3164,2819
RCHGF000043,33,43,15,25,24,8,68157,64153,71967,12650,17053,14402
RCHGF000044,0,3,1,1,1,0,2093,1999,2815,328,404,296
RCHGF000045,2,3,2,1,2,0,17093,15523,14411,2342,2110,1688
RCHGF000046,1,0,0,0,1,0,2681,1986,1337,317,494,397
RCHGF000047,485,645,419,251,196,224,53464,59247,24583,18740,19892,16169
RCHGF000048,1061,1378,1022,544,495,437,90868,89000,28554,41866,30234,22572
RCHGF000049,4,15,13,9,7,5,2695,2500,1742,1494,2148,1785
RCHGF000050,34,19,19,8,5,12,3256,3403,2546,1871,2308,2017
RCHGF000051,13,17,14,7,14,11,3345,3157,6199,2478,3157,2545
RCHGF000052,0,5,0,0,0,0,24,19,22,9,8,1
RCHGF000053,0,0,0,0,0,0,42,35,29,11,11,13
RCHGF000054,7,12,1,3,2,4,4625,3500,8945,5968,6526,4064
RCHGF000055,1,6,0,1,0,1,669,700,593,318,425,389
RCHGF000056,0,0,0,0,0,0,9,19,14,8,7,1
RCHGF000057,1,2,1,0,0,0,333,379,660,161,315,265
RCHGF000058,3,7,0,1,1,0,1466,1539,1103,861,1279,1062
RCHGF000059,3,1,1,1,1,0,1133,1251,901,710,1001,939
RCHGF000060,2,3,2,0,0,0,567,499,419,297,376,311
RCHGF000061,1,11,2,0,2,0,247,276,154,135,139,102
RCHGF000062,9,14,9,8,2,4,4303,4383,2710,2823,4150,3889
RCHGF000063,17,21,6,2,1,3,5689,6255,4871,4759,6820,6106
RCHGF000064,2,5,10,1,1,0,1709,1933,1417,1546,1753,1362
RCHGF000065,15,16,14,9,7,5,2657,2731,2358,1083,1487,1304
RCHGF000066,8,3,11,4,1,6,1866,1960,1368,881,1251,1050
RCHGF000067,6,15,4,2,2,1,2176,2151,1835,1081,1449,1263
RCHGF000068,4,9,5,2,5,2,1460,1324,1156,617,844,698
RCHGF000069,0,4,3,1,0,5,1719,1989,980,794,966,836
RCHGF000070,10,17,5,3,5,3,6075,5263,5071,1190,1495,1228
RCHGF000071,0,1,0,0,0,2,101,103,110,58,57,65
RCHGF000072,0,0,0,0,0,0,11,16,13,10,8,9
RCHGF000073,1,5,2,1,0,0,103,138,100,175,114,115
RCHGF000074,5,4,2,0,2,3,66,96,86,162,88,69
RCHGF000075,3,4,0,0,0,1,23,27,22,66,28,42
RCHGF000076,17,29,19,14,9,10,3230,2465,7127,3368,4327,3054
RCHGF000077,31,21,27,16,17,12,3003,2564,5592,4845,4001,2557
RCHGF000078,12,19,3,1,7,0,285,432,236,683,635,522
RCHGF000079,2,4,2,0,0,0,32,49,38,68,45,31
RCHGF000080,1,4,0,0,0,0,52,61,58,66,80,46
RCHGF000081,1,1,0,0,0,0,63,68,56,124,94,71
RCHGF000082,2,3,2,0,0,0,79,130,56,206,190,165
RCHGF000083,5,0,2,0,0,1,190,214,152,150,125,87
RCHGF000084,2,3,1,1,2,2,430,466,278,347,314,264
RCHGF000085,3,1,0,0,0,0,203,270,88,82,129,87
RCHGF000086,1,0,0,0,0,2,90,96,52,76,82,69
RCHGF000087,3,5,1,0,2,0,609,617,326,267,341,262
RCHGF000088,2,4,2,0,0,0,484,629,393,217,232,193
RCHGF000089,4,0,10,0,0,0,1413,1315,964,389,446,366
RCHGF000090,6,2,1,0,0,0,91,126,187,134,97,92
RCHGF000091,5,8,14,9,2,2,1751,2053,2361,1109,1409,1146
RCHGF000092,56,52,28,22,17,21,5051,5219,8614,2345,2972,2833
RCHGF000093,50,59,47,38,26,21,10094,9116,27505,7833,9326,8607
RCHGF000094,1,6,2,0,0,0,248,238,175,156,97,94
RCHGF000095,4,7,3,0,0,0,511,601,424,306,249,281
RCHGF000096,2,3,1,0,0,0,272,232,180,160,139,120
RCHGF000097,2,3,4,0,0,2,224,234,229,110,99,110
RCHGF000098,0,4,2,0,0,0,216,298,185,136,120,97
RCHGF000099,3,1,0,1,0,2,397,465,265,182,189,160
RCHGF000100,0,0,0,0,0,0,4,10,2,6,6,4
RCHGF000101,5,1,3,1,0,2,932,1190,910,448,600,453
RCHGF000102,3,2,2,0,1,1,522,591,545,301,468,324
RCHGF000103,33,60,50,7,14,9,16850,20081,11447,9707,11919,10216
RCHGF000104,6,8,1,5,2,2,5382,5529,5768,3516,5461,4532
RCHGF000105,8,9,10,3,2,1,8990,9741,7323,5442,7444,6414
RCHGF000106,8,11,1,12,0,2,333,321,411,69781,45825,52049
RCHGF000107,5,13,6,2,2,2,10306,9240,9279,26965,19652,12450
RCHGF000108,0,0,0,0,0,0,59,85,139,2565,2169,1518
RCHGF000109,0,0,0,0,0,0,209,178,89,337,170,183
RCHGF000110,4,1,0,3,0,0,169,187,139,109,80,76
RCHGF000111,33,32,31,9,5,8,7331,5758,5196,4330,6937,6242
RCHGF000112,0,10,4,0,0,0,201,188,188,146,113,61
RCHGF000113,1,0,0,1,0,0,143,200,166,163,195,121
RCHGF000114,0,2,0,0,0,0,69,99,102,80,76,65
RCHGF000115,0,4,0,0,1,0,104,129,146,131,124,157
RCHGF000116,1,1,2,2,2,0,130,109,112,87,93,77
RCHGF000117,4,3,0,0,0,0,87,153,132,72,80,83
RCHGF000118,5,6,5,2,1,0,725,979,810,730,697,677
RCHGF000119,2,12,2,2,3,2,392,399,235,252,207,179
RCHGF000121,0,0,1,0,0,0,136,135,151,119,140,95
RCHGF000122,1,2,1,0,0,4,1307,1239,1435,629,1117,715
RCHGF000123,6,5,5,3,4,3,3394,3693,2526,1443,2154,1904
RCHGF000124,17,9,7,6,1,3,2015,1941,2437,718,1176,896
RCHGF000125,1,2,1,5,1,2,664,592,547,324,474,360
RCHGF000126,0,0,0,0,0,0,18,25,27,126,121,129
RCHGF000127,2,6,0,2,1,0,320,348,189,1656,1549,1712
RCHGF000128,0,0,0,0,0,0,24,25,18,145,131,67
RCHGF000129,1,0,0,0,0,0,156,178,105,291,360,317
RCHGF000130,1,2,2,0,4,0,303,373,236,667,722,688
RCHGF000131,3,0,0,0,2,0,196,227,160,297,360,363
RCHGF000132,2,3,4,0,0,0,678,817,694,521,684,616
RCHGF000133,1,5,4,0,1,0,1065,1024,655,1169,1485,1158
RCHGF000134,16,9,12,10,3,1,3045,3356,2778,2336,3251,2697
RCHGF000135,15,21,12,10,3,5,3920,4666,3341,2575,3281,2577
RCHGF000136,0,0,0,0,0,0,25,31,35,835,364,345
RCHGF000137,2,0,1,0,0,3,688,677,630,746,834,681
RCHGF000138,17,28,15,7,4,13,5475,5658,3227,3622,3914,3250
RCHGF000139,6,1,0,2,2,1,264,337,169,14540,14035,11498
RCHGF000140,13,6,3,2,7,5,10297,9184,13225,9527,10189,7048
RCHGF000141,8,9,15,3,2,1,2249,2170,2220,2639,4140,3530
RCHGF000142,0,0,0,0,0,0,35,50,41,26,12,16
RCHGF000143,2,0,0,1,0,0,34,41,37,774,558,459
RCHGF000144,0,1,1,0,0,0,102,137,74,1898,1823,1389
RCHGF000145,4,0,2,0,2,0,81,93,72,1048,920,721
RCHGF000146,0,0,0,0,0,0,94,108,78,368,466,411
RCHGF000147,3,1,0,0,0,0,72,70,48,9502,5885,4558
RCHGF000148,83,98,49,33,36,38,70099,60162,82408,21641,17397,13197
RCHGF000149,2,6,2,1,6,4,2627,1878,1021,1341,1794,1462
RCHGF000151,7,4,9,6,5,7,4616,5151,4975,3327,5823,4876
RCHGF000152,3,0,0,0,0,0,370,316,362,337,359,290
RCHGF000153,1,1,3,0,0,0,853,757,1007,693,578,506
RCHGF000154,0,0,2,0,0,0,113,96,77,66,25,30
RCHGF000155,0,5,2,2,0,0,306,255,230,117,99,80
RCHGF000156,0,0,0,1,0,0,237,260,192,132,120,88
RCHGF000157,1,0,1,0,0,0,183,189,142,79,96,63
RCHGF000158,0,0,0,0,0,0,101,123,85,60,55,35
RCHGF000159,4,0,0,0,0,0,251,278,332,214,194,194
RCHGF000160,0,0,0,0,0,0,174,219,226,226,265,208
RCHGF000161,0,5,0,0,2,0,290,288,224,166,117,101
RCHGF000162,3,4,3,0,1,0,613,540,754,683,762,610
RCHGF000163,2,4,2,0,0,0,433,563,365,740,694,516
RCHGF000165,8,11,6,3,0,3,1079,1068,1065,723,1089,844
RCHGF000166,11,20,23,4,6,4,4663,5012,4325,2971,4468,3940
RCHGF000167,0,0,0,0,0,0,17,13,10,57,30,37
RCHGF000168,52,75,57,21,24,25,5548,5865,2377,2122,2517,2182
RCHGF000169,70,85,82,40,32,25,17910,18601,14952,11484,14241,11664
RCHGF000170,6,16,10,7,7,8,6586,5265,8131,3748,5516,4131
RCHGF000171,9,6,6,0,5,2,2783,2531,2364,1677,1948,1600
RCHGF000172,3,2,1,0,1,0,667,578,650,329,485,451
RCHGF000173,3,6,4,1,0,0,884,840,783,521,669,554
RCHGF000174,2,5,4,4,2,0,332,432,389,289,170,180
RCHGF000175,32,32,33,15,23,16,3240,3843,1717,2755,2700,2448
RCHGF000176,6,6,12,3,0,2,3928,5028,5402,2212,2089,1528
RCHGF000177,40,45,51,20,26,25,5725,5946,3773,2951,2031,1840
RCHGF000178,124,172,106,61,53,43,60206,60510,33696,15704,17169,13799
RCHGF000179,36,43,33,17,13,15,22005,21994,14405,7744,10194,7284
RCHGF000180,0,0,0,0,0,0,11,6,5,11,9,9
RCHGF000181,10,2,7,1,4,0,1959,2253,1886,1244,1396,1312
RCHGF000182,3,2,0,0,2,0,812,872,893,11290,9842,10083
RCHGF000183,4,6,8,3,1,1,1706,2095,2200,19315,15489,16564
RCHGF000184,4,0,4,0,1,3,1221,1162,1049,3458,2385,2225
RCHGF000185,15,13,11,2,4,9,4614,5237,4439,5228,5222,4783
RCHGF000186,11,12,13,5,7,9,2856,2639,4306,2798,2951,2434
RCHGF000187,12,6,9,1,3,3,640,618,331,600,686,563
RCHGF000188,5,7,0,3,3,1,184,230,133,194,209,186
RCHGF000189,6,17,11,16,13,8,718,712,268,737,806,662
RCHGF000190,26,34,20,7,16,13,1407,1780,508,1215,1520,1074
RCHGF000191,40,45,38,14,15,29,3899,4025,2213,2811,3679,3073
RCHGF000192,1,3,2,2,2,0,547,649,435,197,299,231
RCHGF000193,5,7,1,0,0,0,991,1098,702,1334,1895,1637
RCHGF000194,5,8,7,1,0,1,252,270,286,508,641,555
RCHGF000195,6,2,0,0,1,0,215,242,196,353,504,438
RCHGF000196,4,4,1,4,1,3,750,753,638,1510,2054,1637
RCHGF000197,0,4,6,0,4,1,357,513,266,704,833,798
RCHGF000198,3,3,2,1,1,0,480,512,382,760,1066,934
RCHGF000199,4,7,7,0,1,3,586,559,453,849,1005,897
RCHGF000200,12,12,9,5,8,4,1944,1958,2519,1513,1765,1638
RCHGF000201,4,3,4,5,0,1,325,388,311,25709,26503,21116
RCHGF000202,0,0,0,1,0,1,86,91,17,1982,1763,1473
RCHGF000203,137,206,154,47,57,49,6968,8118,1323,1599,1421,1163
RCHGF000204,148,222,160,83,71,72,8432,9801,1876,1678,1773,1312
RCHGF000205,54,55,43,24,31,18,2119,2054,757,283,266,233
RCHGF000206,83,189,93,50,23,42,6014,6479,1042,612,509,342
RCHGF000207,19,30,22,12,4,3,1422,1462,269,119,128,96
RCHGF000208,21,33,20,4,12,8,1523,1336,476,210,212,181
RCHGF000209,50,51,46,36,15,14,2378,2306,653,473,403,317
RCHGF000210,39,61,36,22,20,16,2018,2162,619,438,363,271
RCHGF000212,14,30,16,13,3,9,883,1023,250,328,304,263
RCHGF000213,18,22,16,13,7,3,793,941,201,154,162,114
RCHGF000214,2,1,6,0,0,1,102,125,62,328,500,502
RCHGF000215,3,3,1,0,0,2,76,90,41,402,339,351
RCHGF000216,8,6,4,5,3,5,338,380,150,1424,1360,1237
RCHGF000217,0,0,0,0,0,0,1,0,1,2,0,0
RCHGF000218,1,0,2,0,2,6,1488,1284,1759,777,910,681
RCHGF000219,4,4,4,1,0,0,2801,3019,1981,1787,2403,1846
RCHGF000220,0,0,0,0,0,0,30,31,13,3,2,4
RCHGF000221,1,5,0,0,1,0,297,334,130,7775,7554,5900
RCHGF000222,9,13,13,7,2,1,2470,2439,1671,1769,2465,2177
RCHGF000223,7,4,6,2,2,2,781,804,189,415,499,375
RCHGF000224,11,10,5,10,5,8,2349,2266,1790,1171,1528,1208
RCHGF000225,2,0,4,0,2,1,341,352,266,299,455,380
RCHGF000226,9,1,2,0,2,0,1326,1443,1201,1266,1948,1686
RCHGF000227,1,1,1,0,0,0,164,153,173,148,142,98
RCHGF000228,2,11,6,2,0,4,1188,1283,1540,1136,1816,1529
RCHGF000229,0,1,0,4,0,1,321,317,283,237,452,308
RCHGF000230,0,2,3,0,2,0,474,467,354,356,664,467
RCHGF000231,2,7,1,0,0,0,318,318,257,302,334,270
RCHGF000232,1,1,0,1,2,0,325,236,218,185,208,131
RCHGF000233,8,10,3,2,0,0,398,399,473,238,282,262
RCHGF000234,11,6,11,2,0,5,2480,2339,1987,1454,1740,1307
RCHGF000235,77,168,120,60,42,38,19949,24076,13905,12032,15626,13398
RCHGF000236,2,5,5,0,3,4,3020,2840,1460,1479,1907,1482
RCHGF000237,100,135,76,53,31,36,19400,24653,12147,13909,17095,15701
RCHGF000238,2,7,3,0,3,0,5398,4214,3735,2305,2694,1919
RCHGF000239,1100,942,971,818,848,756,421441,366700,1211950,559567,410527,310441
RCHGF000240,24,59,45,16,14,22,18551,19332,10703,6934,7035,5668
RCHGF000241,13,16,9,1,9,4,3192,2516,2401,938,1549,1115
RCHGF000242,6,8,7,5,1,2,2210,2390,1718,1025,1179,1001
RCHGF000243,55,56,36,24,21,28,15151,15046,18625,5872,7989,6723
RCHGF000244,15,16,14,10,3,5,4248,4741,3782,9861,13222,10719
RCHGF000245,9,7,19,8,2,4,1875,1903,2326,3034,4046,3243
RCHGF000246,27,23,17,4,9,9,4151,4278,3841,3227,4869,4038
RCHGF000247,9,9,5,1,3,2,5645,6007,3891,3448,4941,4036
RCHGF000248,37,28,20,37,26,7,8750,9308,7963,5264,7440,6482
RCHGF000249,31,42,35,18,19,15,17283,17800,19676,17509,22548,21173
RCHGF000250,20,28,35,7,9,16,7663,7745,5929,5026,6727,5652
RCHGF000251,26,29,17,17,6,6,3341,3988,2251,2275,3640,3297
RCHGF000252,56,66,31,18,14,11,6476,6036,3704,3449,6236,5428
RCHGF000253,9,15,9,8,4,2,4028,4397,2679,2827,4128,3315
RCHGF000254,12,27,22,11,1,7,3773,3423,3086,2193,3660,3013
RCHGF000255,3,3,1,0,0,4,439,564,163,54,83,74
RCHGF000256,43,36,21,10,2,10,32736,30624,21286,16787,21214,15751
RCHGF000257,17,28,6,3,5,2,7848,7829,5137,4097,6105,5154
RCHGF000258,1,2,5,1,2,3,2899,2843,2581,1817,2327,1900
RCHGF000259,9,30,16,5,3,8,2277,2278,1815,1529,2388,2105
RCHGF000260,68,48,50,29,32,28,5962,6181,9504,299395,157687,108607
RCHGF000261,35,51,30,12,32,12,2673,2477,1146,970,1106,849
RCHGF000262,6,3,6,1,1,1,999,963,743,599,952,743
RCHGF000263,9,9,10,5,2,2,1621,1729,1440,1339,1876,1518
RCHGF000264,12,10,1,2,3,7,1235,1401,837,587,848,695
RCHGF000265,0,0,0,0,0,0,11,14,3,10,10,4
RCHGF000266,0,0,2,0,0,0,0,3,4,3,2,0
RCHGF000267,1,0,1,0,0,0,14,11,14,11,3,4
RCHGF000268,1,1,1,0,0,0,53,51,25,20,13,10
RCHGF000269,2,1,0,0,0,1,133,178,81,53,50,53
RCHGF000270,2,4,2,0,1,2,496,469,572,417,432,395
RCHGF000271,0,0,0,0,0,0,6,36,14,5,12,4
RCHGF000272,5,3,1,1,1,5,857,1103,684,993,842,690
RCHGF000273,4,3,2,3,4,2,6551,6126,12047,4852,5007,3577
RCHGF000274,1,0,0,0,0,0,357,331,244,293,262,239
RCHGF000275,1,0,0,0,1,0,76,100,125,78,96,81
RCHGF000276,1,1,4,0,0,0,294,311,353,272,296,216
RCHGF000277,2,0,1,0,2,0,244,259,177,138,201,109
RCHGF000279,15,12,13,6,7,4,7529,4646,6954,3136,4029,3193
RCHGF000280,2,3,8,0,0,1,572,681,765,461,534,507
RCHGF000281,4,1,3,4,0,3,299,339,423,237,264,209
RCHGF000282,8,8,3,0,2,2,533,537,554,517,638,504
RCHGF000283,1,7,4,1,0,0,1013,1065,819,627,845,752
RCHGF000284,5,2,5,1,4,0,1139,972,1310,1372,1254,982
RCHGF000285,1,5,5,0,3,0,513,494,516,517,585,499
RCHGF000286,66,117,94,45,38,47,10529,11940,7958,8819,10274,8793
RCHGF000287,1,1,2,0,0,3,237,212,98,79,90,59
RCHGF000288,17,14,13,8,5,4,5926,6623,5201,4431,6659,5457
RCHGF000289,23,24,24,14,6,3,6499,7288,5005,4069,6781,5474
RCHGF000290,1,4,5,1,0,2,997,1103,753,533,671,586
RCHGF000291,2,1,0,0,0,0,88,97,72,200,202,114
RCHGF000292,5,5,1,1,2,1,3560,3251,3408,2689,4504,3903
RCHGF000293,12,17,13,1,2,9,10271,10573,13599,8368,13462,11218
RCHGF000294,0,1,0,0,0,0,19,26,38,13,22,20
RCHGF000295,11,10,5,5,3,7,2218,2145,1388,1778,2077,1809
RCHGF000296,24,12,14,5,8,3,3320,3251,2244,2238,2718,2256
RCHGF000297,1,3,1,1,2,0,1353,1517,1041,901,1243,989
RCHGF000298,9,3,6,1,1,1,1822,1798,1138,874,1477,1301
RCHGF000299,7,25,14,9,8,13,3997,5079,3230,4630,5308,4614
RCHGF000300,16,13,11,4,7,7,4502,4622,3575,5283,5526,4441
RCHGF000301,4,16,4,0,1,0,1277,1254,1883,712,870,629
RCHGF000302,18,14,12,8,1,5,3031,3146,1592,3035,3623,3135
RCHGF000303,61,39,21,38,49,22,120489,128330,270651,90438,69328,43160
RCHGF000304,4,5,6,1,0,0,385,345,165,1475,1574,1391
RCHGF000305,1,3,1,0,0,0,172,225,70,1321,1097,1022
RCHGF000306,0,0,0,0,0,0,38,52,22,677,751,563
RCHGF000307,8,8,3,7,3,1,2686,2723,2366,2264,3300,2916
RCHGF000308,4,0,1,0,0,0,1249,1277,1634,1233,1998,1694
RCHGF000309,3,3,1,0,1,0,426,417,252,224,291,226
RCHGF000310,2,2,1,3,2,0,1708,1738,1096,664,719,646
RCHGF000311,11,9,5,3,0,2,2035,2088,1905,798,1206,1066
RCHGF000312,10,10,6,7,9,1,16344,13248,33864,12824,7252,4869
RCHGF000313,46,75,35,15,29,16,31499,33810,25403,15154,23812,20090
RCHGF000314,12,15,5,3,4,1,4712,4902,4008,2852,5011,4300
RCHGF000315,6,10,1,2,0,2,3300,4058,2426,2191,2967,2539
RCHGF000316,6,4,3,1,1,1,3072,3470,2144,2459,2922,2349
RCHGF000317,0,3,2,0,1,2,692,746,613,710,671,551
RCHGF000318,15,9,5,3,6,8,3463,3618,2698,2919,4349,3767
RCHGF000319,5,6,1,4,4,5,4458,4012,3579,2295,2700,2440
RCHGF000320,8,16,9,4,4,5,5324,5796,3584,3501,4598,3873
RCHGF000321,41,46,32,27,17,20,14006,16006,7554,8567,12064,10636
RCHGF000323,0,4,4,2,0,0,717,737,972,639,963,751
RCHGF000324,1,0,4,0,0,0,57,70,85,2184,3515,2661
RCHGF000325,1,2,2,0,0,0,42,49,58,4587,5026,4041
RCHGF000326,3,5,3,0,1,1,213,200,209,17821,18997,15833
RCHGF000327,0,0,0,1,0,0,59,58,69,3105,1966,1389
RCHGF000328,1,1,1,2,2,4,84,115,212,13902,7345,4718
RCHGF000329,1,6,3,2,1,2,367,403,196,544,539,497
RCHGF000330,4,10,9,1,6,3,365,480,192,506,512,429
RCHGF000331,1,5,5,1,0,2,205,172,100,209,251,237
RCHGF000332,1,3,0,2,2,1,156,168,102,162,156,145
RCHGF000333,2,5,0,1,1,3,2025,2000,1242,1017,1450,1320
RCHGF000334,23,14,22,6,8,7,7603,7924,4945,4659,6723,5629
RCHGF000335,6,7,4,2,0,0,1600,1666,1024,1371,1696,1372
RCHGF000336,4,0,4,4,1,0,732,724,510,526,867,748
RCHGF000337,12,10,9,2,5,6,1728,1805,1284,1756,2421,1983
RCHGF000338,11,11,8,3,2,3,1480,1434,1020,907,1406,1277
RCHGF000339,5,1,3,0,1,0,386,446,665,367,295,227
RCHGF000340,0,0,0,1,0,0,214,233,329,96,99,66
RCHGF000341,1,0,2,0,0,1,270,324,202,130,154,110
RCHGF000342,1,5,0,1,0,2,1638,1430,988,747,1171,1032
RCHGF000343,3,7,1,1,0,2,282,254,136,657,747,676
RCHGF000344,2,1,0,1,0,2,277,281,318,510,546,452
RCHGF000345,2,5,3,1,6,3,956,907,1261,2515,2647,2146
RCHGF000346,1,5,0,1,0,0,101,62,106,7798,10287,8394
RCHGF000347,1,0,1,2,0,0,81,93,70,4817,4340,3532
RCHGF000348,2,2,2,0,2,0,461,422,376,1006,1191,993
RCHGF000349,3,4,1,2,2,1,1672,1463,1265,1270,1790,1270
RCHGF000350,10,11,12,4,15,5,3271,3053,3574,2087,3226,2563
RCHGF000351,2,0,0,1,0,1,523,590,446,301,436,279
RCHGF000352,12,6,1,0,3,0,660,729,631,391,636,504
RCHGF000353,2,5,2,1,0,0,829,821,724,472,715,517
RCHGF000354,2,9,1,1,2,1,1103,1374,581,636,555,656
